IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,Offense Description,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource,Column19
11/09/2021,17:00:00,11/9/2021,9:30:00,,,ONCAM,Z2,NAA Dining Hall,North Avenue NW,33.77101,-84.3913,1,
11/12/2021,19:45:00,11/12/2021,0:30:00,,,ONCAM,Z3,Tech Green   358   Z3,Atlantic Drive NW,33.77464,-84.39732,1,
11/14/2021,14:01:43,11/14/2021,14:30:00,,Not Applicable,PUB,Z4,,Northside Drive @ Hampton Street NW,,,1,
11/14/2021,14:01:43,11/14/2021,14:30:00,,Not Applicable,PUB,Z4,,Northside Drive @ Hampton Street NW,,,1,
11/12/2021,15:30:00,11/12/2021,19:00:00,,Not Applicable,ONCAM,Z4,Stamps Field,FERST DR NW,33.781162,-84.403603,1,
11/17/2021,14:00:00,11/17/2021,14:17:00,,Not Applicable,ONCAM,Z2,Clough Undergraduate Learning Commons  166  Z2,Fourth Street NW,33.7746818,-84.39637939,1,
07/17/2021,11:35:08,9/9/2021,11:30:00,,Prosecution Declined,NONCAM,Z1,Kappa Sigma Fraternity,Sixth Street NW,33.77792039,-84.39320019,1,
09/10/2021,20:53:55,,,,,ONCAM,Z1,Georgia Tech Police Department   211   Z1,Hemphill Avenue NW,33.781162,-84.403603,1,
09/11/2021,13:00:00,9/11/2021,16:30:00,,Not Applicable,ONCAM,Z2,Grace House,Fifth Street NW,,,1,
09/14/2021,20:28:00,9/14/2021,21:20:00,Destruction/Damage/Vandalism of Property,Not Applicable,ONCAMRES,Z2,,North Avenue NW,33.76932,-84.39182,1,
09/16/2021,18:23:00,9/16/2021,19:03:00,,Not Applicable,PUB,Z1,North Campus Parking Deck,,,,1,
09/17/2021,23:00:00,9/18/2021,0:25:00,,,NONCAM,Z2,Beta Theta Pi Fraternity,Fowler Street NW,33.77551971,-84.39447575,1,
09/19/2021,16:15:00,9/19/2021,17:15:00,Motor Vehicle Theft,Not Applicable,ONCAM,Z1,Zelnak Basketball Practice Facility,Eighth Street NW,,,1,
09/22/2021,9:00:38,,,,,,,UA Whitaker Biomedical Engineering   165   Z1,Ferst Drive NW,33.77848528,-84.39682437,1,
09/24/2021,1:34:06,9/24/2021,1:47:00,,Prosecution Declined,ONCAM,Z2,Delta Chi Fraternity   335   Z2,Fifth Street NW,33.776695,-84.392897,1,
09/24/2021,7:00:00,9/24/2021,16:30:00,Theft From Building,Not Applicable,ONCAM,Z4,TEP Bullet,Northyards Boulevard NW,,,1,
09/23/2021,13:30:00,9/27/2021,11:08:00,All Other Larceny,Not Applicable,ONCAM,Z3,Van Leer Electrical Engineering Building,Atlantic Drive NW,33.77585591,-84.39717081,1,
09/06/2021,11:00:00,9/30/2021,14:00:00,,Not Applicable,ONCAM,Z2,NAA South parking deck,North Avenue  NW,,,1,
09/30/2021,23:41:49,10/1/2021,0:18:00,,Prosecution Declined,PUB,Z1,Nanotechnology Building,Ferst Drive,33.77884514,-84.39847658,1,
08/25/2021,16:32:23,8/25/2021,16:32:00,,Not Applicable,ONCAM,Z3,,4TH ST NW,,,1,
08/26/2021,18:02:24,8/26/2021,19:30:00,,Not Applicable,ONCAM,Z2,,Fifth Street,,,1,
08/27/2021,18:00:00,8/27/2021,18:40:00,Destruction/Damage/Vandalism of Property,Not Applicable,ONCAM,Z3,Clydeck,Ferst Drive  NW,33.77413608,-84.39881802,1,
08/27/2021,19:41:40,8/27/2021,19:41:00,,Not Applicable,ONCAM,Z3,Clough Undergraduate Learning Commons  166  Z2,Fourth Street NW,33.7746818,-84.39637939,1,
08/27/2021,22:45:27,,,,,,,Georgia Tech Police Department   211   Z1,Hemphill Avenue NW,33.781162,-84.403603,1,
08/28/2021,21:14:00,8/29/2021,21:15:00,,,PUB,Z2,,North Avenue & Luckie Street NW,,,1,
08/29/2021,19:28:00,8/30/2021,2:20:00,Destruction/Damage/Vandalism of Property,Not Applicable,ONCAM,Z2,,North Avenue NW,,,1,
08/29/2021,19:28:00,8/30/2021,2:20:00,Theft From Motor Vehicle,Not Applicable,ONCAM,Z2,,North Avenue NW,,,1,
08/29/2021,19:28:00,8/30/2021,2:20:00,,Not Applicable,ONCAM,Z2,,North Avenue NW,,,1,
08/30/2021,17:28:42,8/30/2021,17:30:00,,Not Applicable,NONCAM,OFFCAM,Tech Plaza,10th Street NW,33.781162,-84.403603,1,
08/31/2021,11:30:00,8/31/2021,13:35:00,,Not Applicable,ONCAM,Z3,Tech Green,Atlantic Drive  NW,,,1,
09/05/2021,4:16:04,,,,,,,NAA North  191  Z2,North Avenue NW,33.77058,-84.39095,1,
09/06/2021,0:49:00,9/6/2021,2:11:00,,,ONCAMRES,Z2,Alpha Epsilon Pi Fraternity,Techwood Drive NW,33.77413454,-84.3923679,1,
09/06/2021,17:44:53,9/6/2021,17:44:00,,Not Applicable,ONCAM,Z2,Barnes and Noble Bookstore,Fifth Street NW,33.77668,-84.38863,1,
10/22/2021,4:35:25,10/22/2021,5:00:00,Liquor Law Violations,Prosecution Declined,NONCAM,Z2,Sigma Nu Fraternity,Fowler Street,33.77508113,-84.39432488,1,
10/29/2021,11:48:00,10/29/2021,11:49:00,,,ONCAM,Z3,,,,,2,
10/30/2021,20:49:08,10/30/2021,20:49:00,Liquor Law Violations,Prosecution Declined,ONCAM,Z3,College of Design East   76   Z3,Fourth Street NW,33.77597531,-84.39538136,1,
10/30/2021,20:49:08,10/30/2021,20:49:00,,Prosecution Declined,ONCAM,Z3,College of Design East   76   Z3,Fourth Street NW,33.77597531,-84.39538136,1,
10/30/2021,17:58:00,10/30/2021,23:32:00,,Not Applicable,ONCAM,Z2,Georgia Tech Hotel & Conference Center   171  Z2,Spring Street NW,33.77634325,-84.38930792,1,
10/31/2021,1:10:42,10/31/2021,2:35:00,,Prosecution Declined,NONCLERY,Z1,Tech Plaza Lot,Tenth Street,,,1,
10/31/2021,1:10:42,10/31/2021,2:35:00,Liquor Law Violations,Prosecution Declined,NONCLERY,Z1,Tech Plaza Lot,Tenth Street,,,1,
10/29/2021,14:15:00,10/31/2021,14:30:00,Credit Card/Automatic Teller Machine Fraud,Not Applicable,ONCAM,Z1,Clough Undergraduate Learning Commons,Fourth Street,,,1,
10/29/2021,14:15:00,10/31/2021,14:30:00,Theft From Building,Not Applicable,ONCAM,Z1,Clough Undergraduate Learning Commons,Fourth Street,,,1,
11/02/2021,9:07:38,,,,,,,Towers Residence Hall   15   Z2,Bobby Dodd Way NW,33.77343233,-84.39100012,1,
11/03/2021,14:10:00,11/3/2021,15:10:00,Motor Vehicle Theft,Not Applicable,ONCAM,Z2,Scheller College of Business,West Peachtree Street NW,,,1,
11/04/2021,21:14:18,11/4/2021,21:35:00,,Not Applicable,ONCAM,Z2,Brittain Dining Hall,Techwood Drive NW,33.77244627,-84.39130325,1,
11/05/2021,0:02:56,11/5/2021,0:41:00,,Not Applicable,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,Curran Street NW,33.77910743,-84.40662487,1,
10/05/2021,0:00:00,10/5/2021,2:00:00,Theft From Building,Not Applicable,ONCAM,Z2,Price Gilbert Library,Cherry Street NW,,,1,
10/05/2021,18:44:00,10/5/2021,20:08:00,,,ONCAM,Z3,Student Services Building,Ferst Drive NW,,,1,
10/14/2021,15:26:30,10/14/2021,16:03:00,,Not Applicable,ONCAM,Z4,Caldwell Residence Hall,Turner Place  NW,,,1,
10/18/2021,12:21:33,10/18/2021,12:30:00,,Not Applicable,ONCAM,Z1,UA Whitaker Biomedical Engineering,Ferst Drive NW,33.77848528,-84.39682437,1,
10/16/2021,20:20:00,10/18/2021,11:50:00,,Not Applicable,ONCAM,Z4,,McMillan Street  NW,,,1,
10/18/2021,21:18:39,10/18/2021,23:22:00,,Not Applicable,ONCAMRES,Z4,Hefner Residence Hall,Eighth Street,,,1,
10/21/2021,15:00:00,10/21/2021,15:05:00,Motor Vehicle Theft,Prosecution Declined,ONCAM,Z3,Instructional Center,Ferst Drive NW,33.77544456,-84.40129783,1,
10/22/2021,13:22:20,10/22/2021,13:59:00,All Other Offenses,Prosecution Declined,PUB,Z2,,Fifth Street  NW @ Spring Street  NW,,,1,
10/24/2021,22:00:00,10/25/2021,0:00:00,Destruction/Damage/Vandalism of Property,Not Applicable,ONCAMRES,Z2,NAA South  191  Z2,North Avenue NW,33.76932,-84.39182,1,
10/24/2021,0:33:15,10/24/2021,1:00:00,Counterfeiting/Forgery,Not Applicable,ONCAMRES,Z4,Eighth Street Apartments,Eighth Street,,,1,
10/24/2021,0:33:15,10/24/2021,1:00:00,,Not Applicable,ONCAMRES,Z4,Eighth Street Apartments,Eighth Street,,,1,
10/24/2021,21:26:17,10/24/2021,21:52:00,,Not Applicable,ONCAMRES,Z1,Family Apartments,Tenth Street,,,1,
10/27/2021,15:00:00,10/27/2021,18:00:00,Motor Vehicle Theft,Not Applicable,ONCAM,Z3,Manufacturing Rel. Disc. Complex (MRDC),Ferst Drive  NW,,,1,
08/29/2021,20:45:00,8/30/2021,22:33:00,,Not Applicable,ONCAM,Z4,Campus Reacreation Center,FERST DR  NW,,,1,
08/29/2021,23:00:00,8/29/2021,23:15:00,,,PUB,Z4,McMillan Street  NW and Eighth Street  NW,,33.77755033,-84.40392021,1,
08/31/2021,14:40:00,8/31/2021,14:55:00,,Not Applicable,ONCAM,Z3,,Ferst Drive,,,1,
09/01/2021,11:33:22,,,,,,,North Avenue Apartments  191  Z2,North Avenue NW,33.77011984,-84.39135352,1,
09/02/2021,17:15:54,,,,,,,BP Gas,Spring Street NW,33.770969,-84.389392,1,
09/03/2021,10:28:38,9/3/2021,10:35:00,,,ONCAM,Z2,Ferst Drive  NW @ Fowler Street  NW,,,,1,
09/04/2021,13:23:00,9/4/2021,13:00:00,,Not Applicable,NONCAM,Z2,Tropical Smoothie Cafe,Spring St NW,,,1,
09/05/2021,12:37:00,9/5/2021,14:45:00,Theft From Motor Vehicle,Not Applicable,ONCAM,Z1,Shirley Clements Mewborn Field,Fowler Street NW,,,1,
09/05/2021,22:41:00,9/5/2021,23:35:00,,Not Applicable,PUB,Z1,Fowler Street @ Eighth Street,,,,1,
09/06/2021,19:30:53,9/6/2021,22:23:00,Trespass of Real Property,Not Applicable,ONCAM,Z3,Tech Green,Atlantic Drive NW,,,1,
09/08/2021,14:35:00,9/8/2021,14:37:00,,Not Applicable,ONCAM,Z2,Powerplant Drive NW @ Substation Drive NW,,,,1,
09/10/2021,0:06:48,9/10/2021,3:00:00,,Prosecution Declined,ONCAMRES,Z2,Smith Residence Hall   6   Z2,Williams Street NW,33.77170733,-84.39125155,1,
09/10/2021,0:06:48,9/10/2021,3:00:00,Liquor Law Violations,Prosecution Declined,ONCAMRES,Z2,Smith Residence Hall   6   Z2,Williams Street NW,33.77170733,-84.39125155,1,
09/10/2021,0:06:48,9/10/2021,3:00:00,Counterfeiting/Forgery,Prosecution Declined,ONCAMRES,Z2,Smith Residence Hall   6   Z2,Williams Street NW,33.77170733,-84.39125155,1,
08/26/2021,9:54:58,8/30/2021,10:00:00,,Not Applicable,ONCAM,Z2,NAA South Parking Deck,North Avenue NW,33.768689,-84.391351,1,
09/01/2021,1:58:19,9/1/2021,2:37:00,,Prosecution Declined,ONCAMRES,Z2,Perry Matheson Residence Hall,Techwood Drive NW,33.77450626,-84.39133,1,
09/01/2021,1:58:19,9/1/2021,2:37:00,Liquor Law Violations,Prosecution Declined,ONCAMRES,Z2,Perry Matheson Residence Hall,Techwood Drive NW,33.77450626,-84.39133,1,
09/03/2021,14:30:00,9/3/2021,17:07:00,Destruction/Damage/Vandalism of Property,Not Applicable,NONCAM,Z2,Ray's New York Pizza,Fifth Street NW,,,1,
09/03/2021,23:22:43,9/3/2021,23:53:00,,Not Applicable,PUB,Z2,,,,,1,
09/03/2021,12:23:00,9/7/2021,9:00:00,Motor Vehicle Theft,Not Applicable,ONCAM,Z2,Shirley Clements Mewborn Field,Fowler Street NW,,,1,
09/09/2021,23:38:33,9/10/2021,0:03:00,,Not Applicable,ONCAM,Z1,Center Street Apartments   132  Z1,Hemphill Avenue NW,33.78005124,-84.40198786,1,
09/11/2021,3:32:34,9/11/2021,4:42:00,,Not Applicable,ONCAM,Z2,NAA Turnaround,North Avenue,,,1,
08/18/2021,15:17:00,9/12/2021,18:41:00,All Other Larceny,Not Applicable,ONCAMRES,Z1,Family Apartments,Tenth Street NW,,,1,
09/13/2021,14:29:56,9/13/2021,15:35:00,Simple Assault,Not Applicable,ONCAMRES,Z3,Pi Kappa Phi Fraternity,Ferst Drive NW,,,1,
09/16/2021,9:27:00,9/16/2021,9:28:00,,Not Applicable,ONCAM,Z2,NAA North,North Avenue NW,,,1,
09/18/2021,5:55:00,9/18/2021,5:55:00,Simple Assault,Not Applicable,ONCAM,,Waffle House,Fifth Street NW,33.776725,-84.389468,1,
09/19/2021,19:01:45,,,,,,,,,,,1,
09/21/2021,12:00:00,9/21/2021,13:05:00,,Not Applicable,NONCAM,Z1,Phi Gamma Delta Fraternity,Fowler Street NW,,,1,
08/31/2021,2:41:52,8/31/2021,3:00:00,,,ONCAM,Z2,Library,Fourth Street NW,33.77431732,-84.39572383,1,
09/02/2021,8:50:10,9/2/2021,9:10:00,,Prosecution Declined,ONCAM,Z2,,,,,1,
09/02/2021,8:50:10,9/2/2021,9:10:00,,Prosecution Declined,ONCAM,Z2,,,,,1,
09/03/2021,0:05:02,9/3/2021,0:55:00,Liquor Law Violations,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall,Curran Street  NW,,,1,
09/03/2021,0:05:02,9/3/2021,0:55:00,,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall,Curran Street  NW,,,1,
09/02/2021,15:53:35,9/2/2021,16:00:00,Shoplifting,Prosecution Declined,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,Fifth Street NW,33.77668,-84.38863,1,
09/02/2021,15:53:35,9/2/2021,16:00:00,Trespass of Real Property,Prosecution Declined,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,Fifth Street NW,33.77668,-84.38863,1,
09/05/2021,20:09:28,9/5/2021,20:46:00,,,NONCLERY,Z2,INSPIRE APTS,,,,1,
09/06/2021,12:56:52,9/6/2021,13:43:00,,Not Applicable,ONCAM,Z4,Campus Recreation Center   160   Z4,Ferst Drive NW,33.77546401,-84.40349901,1,
06/06/2021,10:30:00,9/9/2021,16:30:00,All Other Larceny,Not Applicable,ONCAM,Z2,Scheller College of Business   172   Z2,West Peachtree Street  NW,33.77628053,-84.38801865,1,
09/10/2021,12:07:23,9/12/2021,0:44:00,Burglary/Breaking & Entering,Not Applicable,ONCAM,Z2,Library East Tower (Crosland)   100   Z2,Fourth Street NW,33.77447174,-84.39492617,1,
09/07/2021,17:00:00,9/10/2021,20:31:00,All Other Larceny,Not Applicable,NONCAM,Z1,Tau Kappa Epsilon Fraternity,Fifth Street NW,,,1,
09/16/2021,18:16:57,9/16/2021,18:16:00,,,ONCAM,Z2,NAA Dining Hall   191   Z2,North Avenue NW,33.77101,-84.3913,1,
11/12/2021,16:33:55,11/12/2021,16:55:00,,Not Applicable,ONCAM,Z2,Bobby Dodd Stadium   17   Z2,North Avenue NW,33.771865,-84.393316,1,
11/16/2021,18:22:05,11/16/2021,18:52:00,,Not Applicable,ONCAM,Z4,Nelson and Shell Undergraduate Living Center,Turner Place NW,,,1,
11/17/2021,0:11:40,11/17/2021,1:13:00,,Not Applicable,PUB,Z4,McMillan Street @ Turner Place,,,,1,
11/19/2021,10:31:18,11/19/2021,10:36:00,,Not Applicable,ONCAM,Z2,Library East Tower (Crosland)   100   Z2,Fourth Street NW,33.77447174,-84.39492617,1,
11/19/2021,15:00:00,11/19/2021,17:22:00,,,ONCAM,Z1,,Tenth Street  NW at Holly Street  NW,33.781162,-84.403603,1,
11/24/2021,3:00:00,11/24/2021,10:30:00,,Not Applicable,ONCAMRES,Z1,Family Apartments   1,Tenth Street  NW,33.781993,-84.395526,1,
11/24/2021,12:00:00,11/29/2021,14:00:00,Theft From Building,Not Applicable,ONCAM,Z3,Manufacturing Rel. Disc. Complex (MRDC)   135  Z3,Ferst Drive NW,33.77696792,-84.40050269,1,
11/30/2021,13:58:00,11/30/2021,13:59:00,,Not Applicable,ONCAM,Z1,Ferst Drive NW @ Cherry Street NW,,33.77761508,-84.3948266,1,
12/05/2021,5:03:53,12/5/2021,5:16:00,,Prosecution Declined,ONCAM,Z2,Bobby Dodd Stadium,North Aveue,,,1,
12/05/2021,5:03:53,12/5/2021,5:16:00,Trespass of Real Property,Prosecution Declined,ONCAM,Z2,Bobby Dodd Stadium,North Aveue,,,1,
12/05/2021,22:10:00,12/5/2021,22:46:00,,Not Applicable,ONCAMRES,Z2,NAA North Parking Deck   191   Z2,North Avenue NW,33.7706,-84.391865,1,
12/05/2021,17:30:00,12/10/2021,13:49:00,,Not Applicable,ONCAM,Z2,Glenn Residence HAll,Bobby Dodd Way NW,,,1,
12/11/2021,1:50:05,12/11/2021,2:20:00,,Prosecution Declined,ONCAM,Z1,Chandler Stadium   168   Z1,Ferst Drive NW,33.77761508,-84.3948266,1,
08/26/2021,20:50:29,8/26/2021,21:24:00,,,ONCAM,Z3,Howey Physics Building   81   Z3,Atlantic Drive NW,33.77742295,-84.39846714,1,
08/28/2021,15:00:00,8/28/2021,17:30:00,,Not Applicable,ONCAMRES,Z4,Caldwell Residence Hall,Turner Place NW,33.7789096,-84.40441188,1,
08/29/2021,23:40:00,8/30/2021,0:00:00,Destruction/Damage/Vandalism of Property,Not Applicable,ONCAM,Z2,Waffle House,Fifth Street NW,33.776725,-84.389468,1,
08/29/2021,23:40:00,8/30/2021,0:00:00,Simple Assault,Not Applicable,ONCAM,Z2,Waffle House,Fifth Street NW,33.776725,-84.389468,1,
08/29/2021,23:40:00,8/30/2021,0:00:00,Disorderly Conduct,Not Applicable,ONCAM,Z2,Waffle House,Fifth Street NW,33.776725,-84.389468,1,
08/31/2021,14:17:37,8/31/2021,14:17:00,,Not Applicable,ONCAM,Z2,Tech Square,Fifth Street NW,33.7738,-84.3945,1,
09/03/2021,21:42:00,9/3/2021,23:25:00,,,ONCAMRES,Z2,Brown Residence Hall,TECHWOOD DR NW,,,1,
09/06/2021,9:59:19,9/6/2021,10:00:00,,Not Applicable,ONCAM,Z2,Parking and Transportation,West Peachtree Street NW,,,1,
08/27/2021,11:11:08,9/7/2021,16:00:00,Theft of Motor Vehicle Parts or Accessories,Not Applicable,ONCAM,Z1,GTRI Conference Center Parking Deck  141B  Z1,Fourteenth Street NW,33.7852,-84.395301,1,
09/08/2021,23:19:48,9/9/2021,0:00:00,,,ONCAM,Z3,Klaus Advanced Computing Building   153   Z3,Ferst Drive NW,33.77716232,-84.39618136,1,
09/09/2021,14:09:42,,,,,,,Montgomery Knight Building  (SST II)   101   Z2,Ferst Drive NW,33.77191256,-84.39607312,1,
09/09/2021,19:11:44,,,,,,,Catholic Center   341   Z2,Fourth Street NW,33.77548652,-84.39297179,1,
09/10/2021,14:00:00,9/10/2021,14:37:00,,,PUB,Z2,,TENTH STREET/ I-75 & I-85 bridge,,,1,
09/10/2021,14:00:00,9/10/2021,14:37:00,,,PUB,Z2,,TENTH STREET/ I-75 & I-85 bridge,,,1,
09/30/2021,13:32:00,9/30/2021,13:32:00,Counterfeiting/Forgery,Prosecution Declined,ONCAM,OFFCAM,Georgia Tech Police Department   211   Z1,Hemphill Avenue NW,33.781162,-84.403603,1,
10/02/2021,17:51:04,10/2/2021,20:20:00,,Not Applicable,ONCAM,Z2,,Hemphill Avenue NW,,,1,
10/06/2021,12:00:00,10/6/2021,14:45:00,,Not Applicable,ONCAM,Z2,NAA East,North Avenue  NW,,,1,
10/12/2021,15:22:07,10/12/2021,15:50:00,,Not Applicable,ONCAM,Z4,Crecine Residence Hall,Hemphill Avenue NW,,,1,
10/14/2021,12:28:56,10/14/2021,12:40:00,,Not Applicable,ONCAM,Z2,Economic Development Building   173   Z2,Spring Street  NW,33.77549556,-84.38908326,1,
10/16/2021,0:20:40,10/16/2021,1:00:00,,Prosecution Declined,NONCAM,Z2,Lambda Chi Alpha Fraternity,Techwood Drive NW,33.77625976,-84.39238188,1,
10/16/2021,0:20:40,10/16/2021,1:00:00,Liquor Law Violations,Prosecution Declined,NONCAM,Z2,Lambda Chi Alpha Fraternity,Techwood Drive NW,33.77625976,-84.39238188,1,
10/16/2021,2:36:09,10/16/2021,2:43:00,Stolen Property Offenses,Prosecution Declined,PUB,Z1,Ferst Drive @ Fowler Street,,,,1,
10/16/2021,22:14:55,10/16/2021,22:30:00,,Not Applicable,ONCAMRES,Z4,Freeman Residence Hall,McMillan Street,33.77755033,-84.40392021,1,
10/23/2021,2:01:36,10/23/2021,2:46:00,Destruction/Damage/Vandalism of Property,Not Applicable,ONCAMRES,Z2,Smith Residence Hall,Williams Street  NW,,,1,
10/25/2021,17:23:24,10/25/2021,17:23:00,,Not Applicable,ONCAM,Z3,Clydeck   54  Z3,Ferst Drive NW,33.7741731,-84.40058314,1,
10/29/2021,21:48:50,10/29/2021,22:37:00,,Not Applicable,PUB,Z1,Fourteenth Street @ Snyder Street,,,,1,
10/29/2021,21:48:50,10/29/2021,22:37:00,,Not Applicable,PUB,Z1,Fourteenth Street @ Snyder Street,,,,1,
11/06/2021,12:00:00,11/7/2021,19:00:00,,Not Applicable,ONCAM,Z3,Sigma Alpha Epsilon Fraternity,Fourth Street NW,,,1,
11/07/2021,2:50:00,11/8/2021,17:57:00,,Not Applicable,ONCAM,Z2, Lot/loading dock Behind Brown Residence Hall,Techwood Drive,33.771487,-84.391481,1,
11/07/2021,2:50:00,11/8/2021,17:57:00,,Not Applicable,ONCAM,Z2, Lot/loading dock Behind Brown Residence Hall,Techwood Drive,33.771487,-84.391481,1,
11/03/2021,13:55:00,11/9/2021,13:15:00,Motor Vehicle Theft,Not Applicable,ONCAM,Z2,Barnes and Noble,5TH ST NW,,,1,
11/11/2021,11:08:00,11/11/2021,11:20:00,,,PUB,,,North Avenue @ Tech Parkway NW,,,1,
11/09/2021,15:20:00,11/9/2021,16:00:00,Theft From Building,Not Applicable,ONCAM,Z2,Van Leer Electrical Engineering Building   85  Z3,Atlantic Drive NW,33.77585591,-84.39717081,1,
11/14/2021,0:20:38,11/14/2021,0:30:00,,Not Applicable,ONCAM,Z2,Library,Fourth Street NW,33.77431732,-84.39572383,1,
11/17/2021,16:20:00,11/17/2021,17:02:00,Shoplifting,Not Applicable,ONCAM,Z2,Barnes and Noble Bookstore,Fifth Street  NW,,,1,
11/18/2021,11:31:21,11/18/2021,12:01:00,,,PUB,Z1,Fowler Street  NW @ Tenth Street  NW,,,,1,
11/20/2021,16:36:27,11/20/2021,18:05:00,,Not Applicable,ONCAM,Z1,Nanotechnology Building,Ferst Drive NW,,,1,
11/21/2021,0:55:40,11/21/2021,4:13:00,,Not Applicable,ONCAM,Z2,Clough Undergraduate Learning Commons  166  Z2,Fourth Street NW,33.7746818,-84.39637939,1,
11/22/2021,16:18:00,11/22/2021,17:36:00,,,ONCAM,Z3,Klaus Advanced Computing,Atlantic Drive NW,33.77740909,-84.39729157,1,
11/23/2021,17:30:00,11/23/2021,17:53:00,,,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,Fifth Street NW,33.77668,-84.38863,1,
10/21/2021,12:50:00,10/21/2021,2:23:00,Driving Under the Influence,Not Applicable,PUB,Z4,TECH PARKWAY & NORTH AVE,,,,2,
10/21/2021,20:32:07,10/21/2021,20:50:00,,Not Applicable,ONCAM,Z2,Harris Residence Hall,Techwood Drive NW,,,1,
10/29/2021,15:00:00,11/1/2021,7:00:00,Burglary/Breaking & Entering,Not Applicable,ONCAM,Z2,Student Center,Ferst Drive NW,33.7736674,-84.3994973,1,
11/02/2021,17:41:05,11/2/2021,20:29:00,,,ONCAM,Z2,NAA Dining Service Street,North Avenue @ Williams Street NW,,,1,
11/02/2021,19:00:00,11/2/2021,19:30:00,,Not Applicable,ONCAM,Z3,Clough Undergraduate Learning Commons,Fourth Street NW,33.7746818,-84.39637939,1,
11/04/2021,9:15:00,11/4/2021,13:30:00,,,ONCAM,Z2,D. M. Smith,CHERRY ST  NW,33.780021,-84.390078,1,
10/29/2021,15:55:00,10/29/2021,16:15:00,,Prosecution Declined,ONCAMRES,Z2,Hopkins Residence Hall,Bobby Dodd Way  NW,33.77406277,-84.39129634,1,
11/12/2021,17:40:52,11/12/2021,18:07:00,,Not Applicable,ONCAM,Z1,Engineered Biosystems Building (EBB)   195   Z1,Atlantic Drive NW,33.780819,-84.397985,1,
11/16/2021,18:50:42,11/16/2021,20:21:00,,Not Applicable,ONCAMRES,Z2,NAA West  191  Z2,North Avenue NW,33.77058,-84.39181,1,
07/01/2021,8:00:00,11/18/2021,10:20:00,All Other Offenses,Prosecution Declined,ONCAM,Z1,Eighth Street Apartments,Eighth Street  NW,,,1,
07/01/2021,8:00:00,11/18/2021,10:20:00,All Other Offenses,Prosecution Declined,ONCAM,Z1,Eighth Street Apartments,Eighth Street  NW,,,1,
11/18/2021,17:00:00,11/19/2021,5:45:00,,Not Applicable,ONCAMRES,Z2,NAA East,North Avenue NW,33.76952,-84.39097,1,
10/29/2021,23:00:00,,,Simple Assault,Not Applicable,ONCAM,Z2,Delta Sigma Phi Fraternity   307  Z2,Fourth Street NW,33.77584759,-84.39252817,1,
10/21/2021,18:18:39,10/16/2021,21:30:00,,Not Applicable,ONCAM,Z2,Campus Center Exhibition Hall   217   Z3,Fourth Street NW,33.774556,-84.401699,1,
10/22/2021,8:29:21,10/22/2021,8:55:00,,Not Applicable,ONCAMRES,Z2,NAA West,North Avenue  NW,33.77058,-84.39181,1,
10/24/2021,12:27:31,10/24/2021,12:15:00,,,PUB,Z2,NAA Dining Hall   191   Z2,North Avenue NW,33.77101,-84.3913,1,
10/29/2021,13:35:00,10/29/2021,13:35:00,Disorderly Conduct,Prosecution Declined,ONCAM,Z2,,North Avenue  NW,,,1,
10/29/2021,13:35:00,10/29/2021,13:35:00,Destruction/Damage/Vandalism of Property,Prosecution Declined,ONCAM,Z2,,North Avenue  NW,,,1,
10/31/2021,0:55:50,10/31/2021,2:01:00,,Prosecution Declined,PUB,Z1,Ferst Drive @ Fowler Street,,,,1,
10/31/2021,0:55:50,10/31/2021,2:01:00,All Other Offenses,Prosecution Declined,PUB,Z1,Ferst Drive @ Fowler Street,,,,1,
10/31/2021,0:55:50,10/31/2021,2:01:00,Liquor Law Violations,Prosecution Declined,PUB,Z1,Ferst Drive @ Fowler Street,,,,1,
11/05/2021,22:39:03,11/6/2021,1:24:00,,Not Applicable,ONCAM,Z1,Georgia Tech Police Department   211,Hemphill Avenue NW,33.781162,-84.403603,1,
11/12/2021,14:45:00,11/12/2021,14:45:00,,Not Applicable,ONCAM,Z2,North Avenue Apartments - North Parking Deck,North Avenue NW,33.781162,-84.403603,1,
10/30/2021,12:00:00,10/30/2021,16:00:00,,,ONCAM,Z2,Bobby Dodd Stadium,North Avenue  NW,,,2,
11/17/2021,10:00:00,11/17/2021,14:00:00,,,ONCAM,,Rays Pizza,Fifith Street  NW,33.776827,-84.388042,1,
11/27/2021,11:12:58,,,,,,,Boggs Building Lot (North),State Street NW,33.777019,-84.399533,1,
12/05/2021,18:00:00,12/7/2021,16:50:00,,Not Applicable,ONCAM,Z2,Peters Parking Deck,Fowler Street  NW,33.77497462,-84.3935274,1,
12/11/2021,1:50:05,12/11/2021,2:20:00,Trespass of Real Property,Prosecution Declined,ONCAM,Z1,Chandler Stadium   168   Z1,Ferst Drive NW,33.77761508,-84.3948266,1,
